species,population.ID,taxon,Citation,Life.Stage,Sex.Ratio,SuperTaxa,LifeHistory,N,sex.determination,SDM.Type,SDM.Type.conservative,sex.det.source,Notes
Acanthodactylus_erythrurus,1,lizards,1039,adult.sex.ratio,0.59,squamatara,S,166,GSD,GSD,GSD,species.in.TreeOfSex,NA
Acanthodactylus_erythrurus,1,lizards,1039,juvenile.sex.ratio,0.579,squamatara,S,114,GSD,GSD,GSD,species.in.TreeOfSex,NA
Acritoscincus_duperreyi,CK1,lizards,"Shine, R., Elphick, M. J., & Harlow, P. S. (1997). The influence of natural incubation environments on the phenotypic traits of hatchling lizards. Ecology, 78(8), 2559-2568.",birth.sex.ratio,0.50625,squamatara,S,320,GSD,GSD,GSD,species.in.TreeOfSex,Written as Bassiana_duperreyi in tree of sex
Actinemys_marmorata,12,turtles,526,adult.sex.ratio,0.413,crocoturtle,CTT,281,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Actinemys_marmorata,9,turtles,525,adult.sex.ratio,0.62,crocoturtle,CTT,221,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Actinemys_marmorata,8,turtles,"518,  519",adult.sex.ratio,0.573,crocoturtle,CTT,82,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Actinemys_marmorata,3,turtles,520,adult.sex.ratio,0.514,crocoturtle,CTT,37,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Actinemys_marmorata,10,turtles,526,adult.sex.ratio,0.595,crocoturtle,CTT,79,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Actinemys_marmorata,13,turtles,524,adult.sex.ratio,0.539,crocoturtle,CTT,456,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Actinemys_marmorata,4,turtles,527,adult.sex.ratio,0.696,crocoturtle,CTT,102,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Actinemys_marmorata,5,turtles,532,adult.sex.ratio,0.679,crocoturtle,CTT,131,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Actinemys_marmorata,11,turtles,526,adult.sex.ratio,0.698,crocoturtle,CTT,86,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Actinemys_marmorata,14,turtles,528,adult.sex.ratio,0.517,crocoturtle,CTT,292,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Actinemys_marmorata,2,turtles,531,adult.sex.ratio,0.402,crocoturtle,CTT,241,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Actinemys_marmorata,6,turtles,529,adult.sex.ratio,0.529,crocoturtle,CTT,17,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Actinemys_marmorata,7,turtles,537,adult.sex.ratio,0.841,crocoturtle,CTT,52,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Agama_agama,15,lizards,1018,adult.sex.ratio,0.453,squamatara,S,53,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Agama_impalearis,16,lizards,1019,juvenile.sex.ratio,0.547,squamatara,S,148,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Agama_impalearis,CK2,lizards,"El Mouden, E. H., Znari, M., & Pieau, C. (2001). Effects of incubation temperature on embryonic development and sex determination in the North African agamid lizard, Agama impalearis. Herpetological Journal, 11(3), 101-108.",birth.sex.ratio,0.549180328,squamatara,S,122,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Agama_impalearis,16,lizards,1019,adult.sex.ratio,0.614,squamatara,S,277,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Agkistrodon_piscivorus,17,snakes,208,adult.sex.ratio,0.477,squamatara,S,132,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Aldabrachelys_gigantea,2032b,turtles,"2032, 2033",birth.sex.ratio,0.486,crocoturtle,CTT,37,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,Written as Aldabrachelys dussumieri in tree of sex data base; written as Dipsochelys dussemieri in turtle phylogeny file
Aldabrachelys_gigantea,ROSIE1,turtles,"Swingland, I. R., & Coe, M. J. (1979). The natural regulation of giant tortoise populations on Aldabra Atoll: Recruitment. Philosophical Transactions of the Royal Society of London B, 286, 177-188.",birth.sex.ratio,0.4875,crocoturtle,CTT,80,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,Written as Aldabrachelys dussumieri in tree of sex data base; written as Dipsochelys dussemieri in turtle phylogeny file
Aldabrachelys_gigantea,2033a,turtles,"2032, 2033",birth.sex.ratio,0.488,crocoturtle,CTT,43,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,Written as Aldabrachelys dussumieri in tree of sex data base; written as Dipsochelys dussemieri in turtle phylogeny file
Alligator_mississippiensis,CK3,crocs,"Elsey, R. M. & Lang, J. W. (2014). Sex ratios of wild American alligator hatchlings in southwest Louisiana. Southeastern Naturalist, 13(2), 191-199.",birth.sex.ratio,0.270938023,crocoturtle,CTT,7164,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Alligator_mississippiensis,CK5,crocs,"Rhodes, W. E., & Lang, J. W. (1995). Sex ratios of naturally-incubated alligator hatchlings: Field techniques and initial results. Proceedings of the Annual Conference of the Southeastern Association of Fish and Wildlife Agencies, 49, 640-646.",birth.sex.ratio,0.212082262,crocoturtle,CTT,778,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Alligator_mississippiensis,CK6,crocs,"Rhodes, W. E., & Lang, J. W. (1996). Alligator nest temperatures and hatchling sex ratios in coastal South Carolina. Proceedings of the Annual Conference of the Southeastern Association of Fish and Wildlife Agencies, 50, 520-531.",birth.sex.ratio,0.422839506,crocoturtle,CTT,648,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Alligator_mississippiensis,19,crocs,361,adult.sex.ratio,0.472,crocoturtle,CTT,123,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Alligator_mississippiensis,20,crocs,359,juvenile.sex.ratio,0.688,crocoturtle,CTT,1834,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Alligator_mississippiensis,CK4,crocs,"Ferguson, M. W. J., & Joanen, T. (1982). Temperature of egg incubation determines sex in Alligator mississippiensis. Nature, 296, 850-853.",birth.sex.ratio,0.169055858,crocoturtle,CTT,8092,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Alligator_mississippiensis,23,crocs,"354, m1",juvenile.sex.ratio,0.638,crocoturtle,CTT,4151,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Alligator_mississippiensis,20,crocs,359,adult.sex.ratio,0.49,crocoturtle,CTT,3372,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Alligator_mississippiensis,22,crocs,341,juvenile.sex.ratio,0.58,crocoturtle,CTT,2936,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Alligator_mississippiensis,19,crocs,361,juvenile.sex.ratio,0.607,crocoturtle,CTT,1700,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Amblyrhynchus_cristatus,26,lizards,"v14, v15",adult.sex.ratio,0.506,squamatara,S,917,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Amblyrhynchus_cristatus,26,lizards,"v14, v15",birth.sex.ratio,0.488,squamatara,S,1042,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Ameiva_erythrocephala,27,lizards,6,adult.sex.ratio,0.278,squamatara,S,18,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Amphibolurus_muricatus,30,lizards,1020,birth.sex.ratio,0.591,squamatara,S,22,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Amphibolurus_muricatus,29,lizards,1053,adult.sex.ratio,0.565,squamatara,S,23,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Anolis_angusticeps,32,lizards,"v2, v2new",adult.sex.ratio,0.463,squamatara,S,23,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_angusticeps,31,lizards,"v2, v2new",adult.sex.ratio,0.444,squamatara,S,10,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_carolinensis,33,lizards,9,adult.sex.ratio,0.474,squamatara,S,274,GSD,GSD,GSD,species.in.TreeOfSex,NA
Anolis_cupreus,35,lizards,mod.dec17,adult.sex.ratio,0.435,squamatara,S,168,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_cybotes,36,lizards,14,adult.sex.ratio,0.4,squamatara,S,45,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_distichus,38,lizards,"v2, v2new",adult.sex.ratio,0.545,squamatara,S,49,GSD,GSD,GSD,species.in.TreeOfSex,NA
Anolis_distichus,37,lizards,"v2, v2new",adult.sex.ratio,0.571,squamatara,S,12,GSD,GSD,GSD,species.in.TreeOfSex,NA
Anolis_equestris,39,lizards,18,adult.sex.ratio,0.565,squamatara,S,62,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_garmani,41,lizards,20,adult.sex.ratio,0.445,squamatara,S,1174,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_limifrons,44,lizards,v1,adult.sex.ratio,0.418,squamatara,S,349,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_limifrons,43,lizards,v1,adult.sex.ratio,0.522,squamatara,S,634,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_limifrons,46,lizards,v1,adult.sex.ratio,0.526,squamatara,S,291,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_limifrons,42,lizards,new1,adult.sex.ratio,0.559,squamatara,S,383,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_limifrons,45,lizards,v1,adult.sex.ratio,0.469,squamatara,S,439,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_limifrons,47,lizards,v1,adult.sex.ratio,0.543,squamatara,S,278,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_lineatopus,48,lizards,v3,birth.sex.ratio,0.5,squamatara,S,56,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_mariarum,49,lizards,g20,adult.sex.ratio,0.72,squamatara,S,100,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_mariarum,50,lizards,g20,adult.sex.ratio,0.576,squamatara,S,99,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_nebulosus,52,lizards,27,adult.sex.ratio,0.495,squamatara,S,297,GSD,GSD,GSD,species.in.TreeOfSex,NA
Anolis_sagrei,54,lizards,na1,birth.sex.ratio,0.52,squamatara,S,527,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_sagrei,55,lizards,"v2, v2new",adult.sex.ratio,0.475,squamatara,S,19,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_sagrei,56,lizards,"v2, v2new",adult.sex.ratio,0.433,squamatara,S,144,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_sagrei,57,lizards,"v2, v2new, m2",adult.sex.ratio,0.41,squamatara,S,141,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Anolis_schwartzi,58,lizards,34,adult.sex.ratio,0.398,squamatara,S,211,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Apalone_spinifera,ROSIE2,turtles,"Vogt, R. C., & Bull, J. J. (1982). Genetic sex determination in the spiny softshell Trionyx spiniferus (Testudines: Trionychidae). Copeia, 1982(3), 699-700.",birth.sex.ratio,0.504854369,crocoturtle,CTT,103,GSD,GSD,GSD,Badenhorst_et_al._2013._Chromosome_Research,NA
Apalone_spinifera,59,turtles,139,adult.sex.ratio,0.641,crocoturtle,CTT,43,GSD,GSD,GSD,Badenhorst_et_al._2013._Chromosome_Research,NA
Apalone_spinifera,63,turtles,547,adult.sex.ratio,0.67,crocoturtle,CTT,327,GSD,GSD,GSD,Badenhorst_et_al._2013._Chromosome_Research,NA
Apalone_spinifera,61,turtles,481,adult.sex.ratio,0.576,crocoturtle,CTT,33,GSD,GSD,GSD,Badenhorst_et_al._2013._Chromosome_Research,NA
Apalone_spinifera,62,turtles,556,adult.sex.ratio,0.598,crocoturtle,CTT,107,GSD,GSD,GSD,Badenhorst_et_al._2013._Chromosome_Research,NA
Basiliscus_vittatus,64,lizards,mod24,juvenile.sex.ratio,0.491,squamatara,S,747,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Basiliscus_vittatus,64,lizards,mod24,adult.sex.ratio,0.374,squamatara,S,305,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Batagur_baska,ROSIE3,turtles,"Praschag, P., Weissenbacher, A., & Ghosh, R. (2013). Another successful year for project Batagur baska. Turtle Survival Magazine, 2013, 32-33.",birth.sex.ratio,1,crocoturtle,CTT,12,TSD,TSD Ia,TSD Ia,Moll et al (2015) Conservbation Biology of Freshwater turtles and tortoises,NA
Boa_constrictor,65,snakes,207,adult.sex.ratio,0.528,squamatara,S,106,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Caiman_crocodilus,66,crocs,254,juvenile.sex.ratio,0.684,crocoturtle,CTT,38,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Caiman_crocodilus,CK7,crocs,"Ouboter, P. E., & Nanhoe, L. M. R. (1987). Notes on nesting and parental care in Caiman crocodilus crocodilus in northern Suriname and an analysis of crocodilian nesting habitats. Amphibia-Reptilia, 8(4), 331-348.",birth.sex.ratio,0.479727733,crocoturtle,CTT,154,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Caiman_crocodilus,66,crocs,254,adult.sex.ratio,0.618,crocoturtle,CTT,34,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Caiman_latirostris,69,crocs,293,adult.sex.ratio,0.5,crocoturtle,CTT,8,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Caiman_latirostris,68,crocs,290,birth.sex.ratio,0.286,crocoturtle,CTT,1284,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Caiman_latirostris,69,crocs,293,juvenile.sex.ratio,0.75,crocoturtle,CTT,28,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Caiman_yacare,CK8,crocs,"Crawshaw, P. G., Jr. (1987). Nesting ecology of the Paraguayan caiman (Caiman yacare) in the Pantanal of Mato Grosso, Brazil (Master's thesis, University of Florida, Gainesville, Florida). Retrieved from https://ufdcimages.uflib.ufl.edu/AA/00/03/92/22/00001/AA00039222_00001.pdf",birth.sex.ratio,0.322580645,crocoturtle,CTT,31,TSD,TSD II,TSD II,"Lang, J. W., and H. V. Andrews. 1994. Temperature-dependent sex determination in crocodilians",NA
Caretta_caretta,74,turtles,387,birth.sex.ratio,0.335,crocoturtle,CTT,510,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,75,turtles,"402, 388, 391",birth.sex.ratio,0.106,crocoturtle,CTT,764,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,76,turtles,392,adult.sex.ratio,0.455,crocoturtle,CTT,176,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,ROSIE12,turtles,"Wyneken, J., & Lolavar, A. (2015). Loggerhead sea turtle environmental sex determination: Implications of moisture and temperature for climate change based predictions for species survival. Journal of Experimental Zoology B, 324(3), 295-314.",birth.sex.ratio,0.175332958,crocoturtle,CTT,910,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,ROSIE6,turtles,"Limpus, C. J., Reed, P., & Miller, J. D. (1983). Islands and turtles. The influence of choice of nesting beach on sex ratio. In: Proceedings of the Inaugural Great Barrier Reef Conference, August 28 - September 2, 1983, Townsville.",birth.sex.ratio,0.393421053,crocoturtle,CTT,760,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,ROSIE7,turtles,"Lolavar, A., & Wyneken, J. (2015). Effect of rainfall on loggerhead turtle nest temperatures, sand temperatures and hatchling sex. Endangered Species Research, 28(3), 235-247.",birth.sex.ratio,0.142857143,crocoturtle,CTT,364,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,87,turtles,389,birth.sex.ratio,0.607,crocoturtle,CTT,28,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,78,turtles,413,birth.sex.ratio,0.389,crocoturtle,CTT,90,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,ROSIE11,turtles,"Sarı, F., & Kaska, Y. (2015). Loggerhead sea turtle hatchling sex ratio differences between two nesting beaches in Turkey. Israel Journal of Ecology and Evolution, 61(3-4), 115-129.",birth.sex.ratio,0.444444444,crocoturtle,CTT,423,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,84,turtles,399,adult.sex.ratio,0.64,crocoturtle,CTT,72,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,86,turtles,400,birth.sex.ratio,0.23,crocoturtle,CTT,421,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,ROSIE5,turtles,"Kaska, Y., Downie, R., Tippett, R., & Furness, R. W. (1998). Natural temperature regimes for loggerhead and green turtle nests in the eastern Mediterranean. Canadian Journal of Zoology, 76(4), 723-729.",birth.sex.ratio,0.206349206,crocoturtle,CTT,126,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,80,turtles,40,adult.sex.ratio,0.129,crocoturtle,CTT,31,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,80,turtles,40,juvenile.sex.ratio,0.333,crocoturtle,CTT,18,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,79,turtles,146,juvenile.sex.ratio,0.333,crocoturtle,CTT,207,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,ROSIE9,turtles,"Mrosovsky, N., & Provancha, J. (1989). Sex ratio of loggerhead sea turtles hatching on a Florida beach. Canadian Journal of Zoology, 67(10), 2533-2539.",birth.sex.ratio,0.051851852,crocoturtle,CTT,405,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,81,turtles,39,juvenile.sex.ratio,0.326,crocoturtle,CTT,89,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,ROSIE10,turtles,"Mrosovsky, N., Baptistotte, C., & Godfrey, M. H. (1999). Validation of incubation duration as an index of the sex ratio of hatchling sea turtles. Canadian Journal of Zoology, 77(5), 831-835.",birth.sex.ratio,0.335294118,crocoturtle,CTT,510,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,82,turtles,409,adult.sex.ratio,0.485,crocoturtle,CTT,97,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,85,turtles,409,adult.sex.ratio,0.6,crocoturtle,CTT,45,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,75,turtles,"402, 388, 391",juvenile.sex.ratio,0.318,crocoturtle,CTT,22,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,73,turtles,145mort,juvenile.sex.ratio,0.75,crocoturtle,CTT,184,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,75,turtles,"402, 388, 391",adult.sex.ratio,0.538,crocoturtle,CTT,586,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,ROSIE4,turtles,"Fuller, W. J., Godley, B. J., Hodgson, D. J., Reece, S. E., Witt, M. J., & Broderick, A. C. (2013). Importance of spatio-temporal data for predicting the effects of climate change on marine turtle sex ratios. Marine Ecology Progress Series, 488, 267-274.",birth.sex.ratio,0.125,crocoturtle,CTT,16,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,73,turtles,145mort,adult.sex.ratio,0.713,crocoturtle,CTT,87,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Caretta_caretta,ROSIE8,turtles,"Maxwell, J. A., Motara, M. A., & Frank, G. H. (1988). A micro-environmental study of the effect of temperature on the sex ratios of the loggerhead turtle, Caretta caretta, from Tongaland, Natal. African Zoology, 23(4), 342-350.",birth.sex.ratio,0.62972973,crocoturtle,CTT,370,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Carettochelys_insculpta,90,turtles,378,birth.sex.ratio,0.5,crocoturtle,CTT,46,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Carettochelys_insculpta,91,turtles,380,birth.sex.ratio,0.307,crocoturtle,CTT,202,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Carettochelys_insculpta,92,turtles,379,adult.sex.ratio,0.542,crocoturtle,CTT,24,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Carettochelys_insculpta,89,turtles,377,birth.sex.ratio,0.273,crocoturtle,CTT,44,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Cerberus_schneiderii,93,snakes,209,adult.sex.ratio,0.51,squamatara,S,914,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Chelodina_longicollis,94,turtles,v8,adult.sex.ratio,0.57,crocoturtle,CTT,500,GSD,GSD,GSD,species.in.TreeOfSex,NA
Chelodina_longicollis,95,turtles,g54,birth.sex.ratio,0.525,crocoturtle,CTT,59,GSD,GSD,GSD,species.in.TreeOfSex,NA
Chelonia_mydas,ROSIE14,turtles,"King, R., Cheng, W.-H., Tseng, C.-T., Chen, H., & Cheng, I.-J. (2013). Estimating the sex ratio of green sea turtles (Chelonia mydas) in Taiwan by the nest temperature and histological methods. Journal of Experimental Marine Biology and Ecology, 445, 140-147.",birth.sex.ratio,0.237704918,crocoturtle,CTT,244,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,ROSIE15,turtles,"Limpus, C. J., Reed, P., & Miller, J. D. (1983). Islands and turtles. The influence of choice of nesting beach on sex ratio. In: Proceedings of the Inaugural Great Barrier Reef Conference, August 28 - September 2, 1983, Townsville.",birth.sex.ratio,0.528,crocoturtle,CTT,249,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,ROSIE13,turtles,"Kaska, Y., Downie, R., Tippett, R., & Furness, R. W. (1998). Natural temperature regimes for loggerhead and green turtle nests in the eastern Mediterranean. Canadian Journal of Zoology, 76(4), 723-729.",birth.sex.ratio,0.204819277,crocoturtle,CTT,83,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,110,turtles,153,juvenile.sex.ratio,0.29,crocoturtle,CTT,434,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,98,turtles,143,juvenile.sex.ratio,0.371,crocoturtle,CTT,342,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,ROSIE19,turtles,"Tilley, D., Ball, S., Ellick, J., Godley, B. J., Weber, N., Weber, S. B., & Broderick, A. C. (2019). No evidence of fine scale thermal adaptation in green turtles. Journal of Experimental Marine Biology and Ecology, 514-515, 110-117.",birth.sex.ratio,0.038976378,crocoturtle,CTT,254,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,107,turtles,430,juvenile.sex.ratio,0.2,crocoturtle,CTT,75,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,109,turtles,153,juvenile.sex.ratio,0.364,crocoturtle,CTT,66,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,ROSIE17,turtles,"Patrício, A. R., Marques, A., Barbosa, C., Broderick, A. C., Godley, B. J., Hawkes, L. A., Rebelo, R., Regalla, A., & Catry, P. (2017). Balanced primary sex ratios and resilience to climate change in a major sea turtle population. Marine Ecology Progress Series, 577, 189-203.",birth.sex.ratio,0.366412214,crocoturtle,CTT,131,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,108,turtles,429,juvenile.sex.ratio,0.3,crocoturtle,CTT,75,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,101,turtles,428,adult.sex.ratio,0.529,crocoturtle,CTT,242,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,ROSIE16,turtles,"Mrosovsky, N. (1982). Sex ratio bias in hatchling sea turtles from artificially incubated eggs. Biological Conservation, 23(4), 309-314.",birth.sex.ratio,0.358333333,crocoturtle,CTT,120,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,104,turtles,439,birth.sex.ratio,0.104,crocoturtle,CTT,146,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,ROSIE18,turtles,"Spotila, J. R., Standora, E. A., Morreale, S. J., & Ruiz, G. J. (1987). Temperature dependent sex determination in the green turtle (Chelonia mydas): Effects on the sex ratio on a natural nesting beach. Herpetologica, 43(1), 74-81.",birth.sex.ratio,0.564912281,crocoturtle,CTT,285,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,100,turtles,432,juvenile.sex.ratio,0.37,crocoturtle,CTT,738,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,100,turtles,432,adult.sex.ratio,0.362,crocoturtle,CTT,620,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,97,turtles,431,juvenile.sex.ratio,0.305,crocoturtle,CTT,128,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,102,turtles,437,birth.sex.ratio,0.26,crocoturtle,CTT,96,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,99,turtles,141mort,adult.sex.ratio,0.604,crocoturtle,CTT,235,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelydra_serpentina,124,turtles,547,adult.sex.ratio,0.691,crocoturtle,CTT,152,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,115,turtles,206,adult.sex.ratio,0.636,crocoturtle,CTT,22,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,ROSIE20,turtles,"Freedberg, S., Lee, C., & Pappas, M. (2011). Agricultural practices alter sex ratios in a reptile with environmental sex determination. Biological Conservation, 144(3), 1159-1166.",birth.sex.ratio,0.9,crocoturtle,CTT,190,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,121,turtles,477,adult.sex.ratio,0.662,crocoturtle,CTT,71,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,117,turtles,493,adult.sex.ratio,0.484,crocoturtle,CTT,91,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,119,turtles,43,adult.sex.ratio,0.578,crocoturtle,CTT,230,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,MT3,turtles,unpublished data,birth.sex.ratio,0.3543983,crocoturtle,CTT,5127,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,114,turtles,559,adult.sex.ratio,0.81,crocoturtle,CTT,126,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,120,turtles,476,adult.sex.ratio,0.854,crocoturtle,CTT,41,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,113,turtles,494,adult.sex.ratio,0.477,crocoturtle,CTT,86,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
